FrameNr,x,y,w,h
281,752,298,72,221
282,752,298,72,221
283,752,297,72,222
284,751,298,72,222
285,750,298,73,222
286,749,298,74,221
287,748,299,74,220
288,750,300,71,219
289,750,300,71,220
290,747,300,72,220
291,741,300,76,220
292,738,303,77,217
293,736,306,78,214
294,736,306,77,214
295,735,305,77,215
296,735,306,77,214
297,735,307,76,212
298,735,307,75,212
299,735,307,75,212
300,735,308,75,211
301,735,307,74,212
302,735,308,73,211
303,735,307,73,212
304,736,306,72,213
305,736,307,72,211
306,735,306,73,211
307,735,307,73,209
308,736,307,72,209
309,736,307,72,208
310,736,307,72,208
311,737,307,71,208
312,736,308,73,207
313,736,309,73,206
314,736,310,74,205
315,737,310,74,205
316,738,312,74,203
317,738,314,74,201
318,739,314,73,200
319,742,315,71,199
320,745,315,69,199
321,746,315,69,198
322,747,315,69,198
323,749,315,69,198
324,751,314,68,198
325,752,313,68,199
326,753,313,67,198
327,753,311,67,200
328,753,311,68,200
329,753,310,68,200
330,753,310,68,199
331,753,310,69,199
332,752,310,70,198
333,752,311,70,197
334,753,312,68,196
335,753,312,67,196
336,752,313,68,194
337,752,313,67,194
338,752,315,66,192
339,752,316,65,191
340,751,317,65,190
341,750,317,64,190
342,749,318,63,189
343,747,318,64,189
344,749,330,61,177
345,748,336,61,171
346,744,327,63,180
347,743,322,63,185
348,744,326,62,181
349,742,325,63,182
350,744,328,60,178
351,745,328,58,177
352,744,325,60,180
353,745,326,59,178
354,744,323,60,181
355,743,321,61,183
356,742,320,62,184
357,742,320,62,183
358,740,320,63,183
359,740,320,62,183
360,740,319,62,185
361,739,318,63,186
362,739,318,64,186
363,739,318,64,186
364,740,319,62,184
365,740,319,63,184
366,740,320,63,183
367,741,321,62,182
368,742,322,61,180
369,743,323,60,179
370,742,324,61,178
371,743,326,60,176
372,742,326,61,176
373,744,326,60,176
374,744,326,59,176
375,746,331,57,171
376,750,336,54,166
377,746,331,58,172
378,745,331,59,171
379,746,331,58,171
380,746,330,58,172
381,746,332,58,169
382,746,332,59,167
383,747,334,58,164
384,748,333,57,165
385,747,330,58,168
386,746,328,60,170
387,747,329,59,168
388,746,330,60,167
389,746,330,60,166
390,748,331,58,165
391,748,336,57,160
392,750,335,55,161
393,749,332,56,164
394,747,333,58,163
395,751,335,53,161
396,751,335,52,161
397,751,336,52,160
398,751,338,52,158
399,752,340,50,156
400,751,338,51,158
401,752,339,50,156
402,752,337,49,158
403,750,336,51,160
404,750,339,50,157
405,750,340,49,156
406,750,340,49,156
407,750,339,48,157
408,748,339,50,157
409,748,339,49,156
410,747,340,50,155
411,747,337,50,157
412,746,334,51,158
413,746,332,51,159
414,746,330,50,160
415,746,329,50,160
416,746,328,49,160
417,747,328,48,160
418,747,327,48,161
419,747,326,48,162
420,747,326,48,161
421,747,329,48,158
422,748,331,47,157
423,748,332,47,155
424,748,334,48,154
425,748,333,48,155
426,748,333,49,154
427,749,335,49,152
428,751,336,48,151
429,752,337,48,150
430,750,333,50,153
431,749,332,51,154
432,748,331,52,155
433,748,331,53,154
434,747,331,54,154
435,746,331,55,155
436,747,332,54,154
437,747,331,54,155
438,747,331,54,154
439,747,332,54,153
440,748,333,53,152
441,748,332,53,153
442,748,334,53,151
443,748,335,53,149
444,748,335,53,149
445,747,335,54,149
446,747,335,54,148
447,746,335,55,148
448,748,337,52,145
449,749,338,51,144
450,750,338,50,145
451,750,339,50,144
452,750,339,49,144
453,751,339,47,144
454,751,338,47,145
455,751,337,47,146
456,751,336,46,146
457,751,337,46,145
458,751,337,46,145
459,752,338,45,143
460,752,338,45,143
461,752,339,45,141
462,752,339,44,141
463,753,339,43,140
464,753,340,42,139
465,752,339,44,140
466,752,338,44,141
467,752,338,44,140
468,753,339,43,139
469,754,339,42,139
470,754,339,43,139
471,752,338,45,140
472,752,337,45,141
473,751,337,46,141
474,751,336,46,142
475,749,335,49,143
476,748,336,50,142
477,746,336,53,142
478,747,336,52,142
479,748,336,51,142
480,748,336,51,143
481,750,337,50,142
482,752,339,47,139
483,753,339,46,139
484,753,339,47,139
485,753,338,46,139
486,753,338,46,138
487,754,338,45,138
488,755,338,45,138
489,755,339,46,137
490,756,338,45,138
491,756,338,46,137
492,756,339,47,136
493,756,340,47,135
494,757,340,46,135
495,757,340,46,135
496,757,340,46,135
497,757,340,46,134
498,757,341,46,133
499,757,340,46,134
500,757,339,45,135
501,757,339,44,135
502,756,338,44,136
503,756,337,44,137
504,755,337,44,137
505,755,336,44,138
506,754,337,45,137
507,755,337,44,137
508,754,338,45,136
509,754,338,45,135
510,754,339,44,135
511,753,338,44,136
512,753,338,44,136
513,752,338,45,136
514,752,338,45,135
515,752,337,46,137
516,751,337,47,137
517,751,337,47,137
518,751,337,47,136
519,751,337,46,136
520,751,337,46,136
521,751,337,46,136
522,752,338,45,135
523,752,338,45,134
524,752,338,45,134
525,753,338,44,134
526,753,338,44,134
527,754,338,44,134
528,754,338,44,134
529,754,338,44,134
530,754,339,44,133
531,755,340,43,131
532,755,341,43,130
533,756,344,41,126
534,756,344,40,126
535,757,345,39,125
536,757,344,38,126
537,757,342,40,128
538,758,341,41,129
539,759,341,40,129
540,759,340,39,130
541,759,341,40,129
542,759,341,41,128
543,760,342,41,126
544,760,343,42,124
545,760,342,42,125
546,760,343,42,124
547,760,343,42,124
548,761,343,41,124
549,761,343,41,123
550,761,343,41,123
551,760,343,41,123
552,760,343,40,123
553,760,343,40,123
554,760,343,40,122
555,760,342,39,124
556,759,341,40,125
557,759,342,40,124
558,759,342,39,125
559,759,343,40,124
560,758,343,41,124
561,758,344,40,123
562,758,344,40,123
563,758,343,40,124
564,758,342,40,125
565,758,341,40,125
566,757,340,41,126
567,757,340,41,125
568,758,340,40,125
569,758,341,40,124
570,758,341,40,124
571,759,341,39,125
572,759,340,39,126
573,759,340,39,126
574,759,340,39,126
575,759,340,39,125
576,758,340,40,124
577,758,340,40,124
578,758,340,40,124
579,759,340,39,123
580,758,340,40,123
581,758,340,40,123
582,757,339,41,124
583,757,339,41,124
584,757,341,41,122
585,758,342,40,121
586,759,342,39,121
587,760,342,38,121
588,761,343,37,120
589,762,343,37,120
590,763,343,38,120
591,764,343,38,120
592,765,344,37,119
593,764,345,38,117
594,764,345,39,117
595,765,345,37,117
596,766,345,36,117
597,766,343,37,119
598,765,342,38,120
599,765,341,39,121
600,766,342,38,120
601,767,343,37,118
602,766,343,39,118
603,766,343,39,118
604,766,343,39,117
605,765,343,40,117
606,765,343,40,116
607,765,343,40,116
608,765,343,39,116
609,765,343,39,116
610,767,344,36,115
611,767,345,34,113
612,767,347,34,112
613,767,347,33,112
614,767,347,33,113
615,766,347,34,113
616,766,346,34,114
617,766,346,35,114
618,765,347,36,113
619,765,347,36,112
620,764,346,37,113
621,764,346,37,112
622,764,345,37,113
623,764,345,37,113
624,764,345,37,113
625,764,344,37,113
626,763,343,39,115
627,763,343,40,115
628,763,343,40,115
629,763,343,41,114
630,763,343,41,114
631,763,343,42,113
632,764,344,41,112
633,765,345,40,111
634,766,348,39,107
635,767,348,39,108
636,768,349,38,107
637,769,351,37,105
638,771,354,35,102
639,771,353,35,103
640,771,352,36,104
641,771,352,36,104
642,771,352,36,104
643,771,352,37,103
644,771,352,37,103
645,771,350,38,104
646,771,347,40,107
647,772,346,39,108
648,772,346,40,108
649,774,347,39,108
650,775,347,38,108
651,775,347,39,107
652,775,347,39,107
653,775,347,39,107
654,776,347,39,107
655,776,347,39,107
656,776,347,38,107
657,776,348,38,106
658,776,348,38,106
659,776,348,38,105
660,776,348,38,105
661,776,347,39,107
662,776,346,38,108
663,777,346,37,108
664,777,346,37,108
665,777,348,36,106
666,777,348,36,106
667,776,349,37,105
668,776,350,36,104
669,776,353,34,100
670,775,354,35,99
671,775,354,35,99
672,775,353,35,100
673,774,352,37,101
674,773,352,38,101
675,773,352,38,100
676,773,350,38,102
677,773,351,37,101
678,773,351,36,101
679,773,351,36,101
680,773,352,35,100
681,773,352,35,100
682,772,351,36,101
683,773,351,34,101
684,773,351,33,101
685,772,351,33,101
686,772,350,33,101
687,772,350,33,101
688,773,349,33,102
689,773,351,33,100
690,773,352,33,99
691,774,355,32,96
692,774,357,32,94
693,775,358,31,93
694,775,357,31,94
695,775,357,31,93
696,775,356,31,94
697,774,355,32,94
698,774,355,32,94
699,774,354,32,95
700,774,353,32,97
701,774,352,32,97
702,774,352,32,97
703,774,353,32,96
704,773,353,32,96
705,773,352,33,98
706,773,352,33,97
707,773,353,33,96
708,773,353,33,95
709,773,353,32,95
710,773,353,33,95
711,773,353,33,94
712,774,353,32,94
713,774,353,31,95
714,774,353,31,95
715,774,353,31,96
716,774,355,30,94
717,774,354,30,95
718,774,351,30,98
719,773,349,32,100
720,772,347,33,101
721,771,350,34,98
722,771,348,34,100
723,771,349,34,99
724,771,349,34,99
725,771,352,33,96
726,771,354,34,94
727,771,354,34,94
728,770,353,35,95
729,770,353,35,95
730,770,353,35,95
731,771,354,34,94
732,771,356,33,92
733,771,355,33,92
734,770,351,35,96
735,770,349,35,98
736,771,353,33,94
737,771,356,33,91
738,772,358,31,89
739,772,360,31,86
740,772,361,30,85
741,771,355,32,92
742,771,352,32,95
743,771,349,32,98
744,771,348,32,99
745,770,346,34,101
746,771,346,33,101
747,772,355,31,91
748,773,359,30,87
749,774,355,29,91
750,775,352,29,94
751,774,352,30,93
752,774,353,30,92
753,774,353,31,92
754,774,353,31,92
755,774,352,31,93
756,774,352,31,93
757,774,352,31,93
758,774,349,31,96
759,774,350,31,95
760,774,351,31,93
761,774,351,31,93
762,773,353,31,91
763,773,354,31,90
764,773,356,30,88
765,772,360,31,84
766,772,359,31,85
767,772,356,31,87
768,772,358,31,85
769,772,358,30,85
770,771,356,31,87
771,771,357,31,86
772,771,353,31,91
773,771,357,31,86
774,771,358,31,85
775,769,354,33,90
776,769,353,32,91
777,769,358,31,86
778,769,358,32,86
779,769,360,32,84
780,768,358,33,86
781,768,356,33,88
782,767,355,34,89
783,767,355,33,88
784,767,354,33,90
785,767,353,31,91
786,768,353,30,91
787,768,353,29,91
788,767,352,30,91
789,767,352,30,91
790,767,352,29,91
791,767,352,29,91
792,767,352,29,91
793,767,353,29,89
794,767,354,28,88
795,768,356,27,86
796,768,357,27,85
797,768,356,27,86
798,768,356,27,86
799,768,355,27,88
800,768,355,28,88
801,768,354,28,89
802,768,355,27,87
803,768,356,28,86
804,768,355,28,87
805,768,354,29,88
806,768,354,29,88
807,768,354,29,88
808,768,354,29,88
809,768,354,30,87
810,768,353,29,88
811,768,354,29,87
812,767,353,30,88
813,768,354,28,87
814,768,354,28,87
815,768,354,27,87
816,767,355,27,86
817,767,354,27,87
818,767,352,27,89
819,766,351,28,90
820,766,350,28,91
821,765,350,29,91
822,764,349,29,92
823,764,349,29,92
824,763,349,29,92
825,762,348,31,93
826,761,348,32,93
827,761,348,33,93
828,760,348,34,93
829,760,348,33,93
830,760,348,32,92
831,761,348,30,92
832,761,348,30,92
833,760,349,30,91
834,760,349,30,91
835,760,349,29,91
836,760,349,28,91
837,760,349,28,90
838,761,349,27,90
839,761,349,26,90
840,761,349,26,90
841,760,349,26,90
842,760,349,26,90
843,760,349,27,90
844,760,349,27,90
845,760,349,27,90
846,761,349,27,90
847,761,349,27,90
848,761,350,27,89
849,761,350,27,89
850,761,350,27,88
851,761,351,27,87
852,761,351,27,87
853,761,350,27,88
854,761,351,27,87
855,761,350,27,88
856,761,350,27,88
857,760,349,28,89
858,760,349,28,89
859,760,349,27,88
860,760,349,27,88
861,760,349,26,89
862,760,349,26,89
863,760,349,26,89
864,760,349,25,89
865,760,350,25,88
866,760,351,25,87
867,760,351,25,87
868,760,351,25,87
869,760,350,25,88
870,759,350,25,87
871,759,350,25,87
872,759,350,26,87
873,759,350,25,87
874,759,350,25,86
875,759,350,25,86
876,759,351,25,85
877,759,352,25,84
878,759,352,25,84
879,759,352,25,84
880,759,352,24,84
881,759,352,24,85
882,759,351,24,86
883,759,351,24,86
884,759,351,24,86
885,759,351,24,86
886,759,350,24,87
887,759,350,24,87
888,759,350,24,87
889,759,351,24,86
890,759,351,24,86
891,759,351,24,85
892,759,351,24,85
893,759,351,23,85
894,759,351,23,84
895,759,351,23,84
896,759,351,23,84
897,759,351,23,84
898,759,351,23,84
899,759,352,23,82
900,758,352,24,82
901,758,351,25,83
902,757,351,26,83
903,757,352,26,82
904,756,352,27,82
905,757,354,26,81
906,756,352,27,82
907,756,352,26,83
908,756,355,26,80
909,757,357,26,78
910,757,356,26,78
911,756,355,27,79
912,757,353,26,81
913,756,354,26,79
914,756,352,26,81
915,756,352,25,80
916,756,352,24,81
917,756,351,24,82
918,755,353,25,80
919,755,355,25,78
920,755,356,21,77
921,0,0,0,0
922,0,0,0,0
923,0,0,0,0
924,753,359,20,74
925,753,362,20,71
926,751,361,23,72
927,751,361,23,72
928,751,360,23,72
929,751,358,22,74
930,751,357,22,75
931,753,366,20,67
932,753,365,21,68
933,747,357,28,74
934,747,357,28,74
935,748,357,27,74
936,747,355,29,78
937,748,358,27,74
938,749,358,26,73
939,749,360,25,71
940,749,361,24,70
941,749,362,24,69
942,749,362,24,69
943,748,362,25,70
944,748,361,25,71
945,748,360,26,72
946,748,359,27,73
947,747,357,29,76
948,748,358,27,74
949,747,357,29,75
950,748,357,27,74
951,749,357,26,73
952,749,357,26,73
953,748,356,27,75
954,747,354,30,78
955,747,354,31,79
956,747,353,31,80
957,746,355,31,78
958,746,357,29,75
959,746,358,28,74
960,747,359,26,72
961,747,361,25,70
962,746,361,26,72
963,747,362,24,70
964,745,362,26,70
965,745,362,26,70
966,744,361,27,71
967,745,361,26,69
968,745,361,25,69
969,745,362,25,67
970,745,361,24,68
971,745,360,24,69
972,745,361,24,68
973,745,360,23,68
974,745,361,23,67
975,745,362,23,67
976,745,362,23,67
977,745,362,23,67
978,745,362,23,67
979,745,361,23,68
980,744,361,26,69
981,744,361,25,68
982,744,361,24,68
983,744,361,24,68
984,744,361,23,68
985,743,360,24,68
986,743,358,25,71
987,743,359,24,70
988,743,359,24,69
989,742,359,24,69
990,742,359,24,69
991,741,360,24,68
992,741,360,24,68
993,741,359,23,69
994,741,359,23,69
995,741,359,23,69
996,739,356,25,73
997,740,355,23,73
998,740,355,23,73
999,740,355,23,72
1000,738,353,24,75
1001,738,352,24,75
1002,737,351,25,76
1003,736,351,26,76
1004,737,351,24,76
1005,737,351,23,76
1006,738,352,22,74
1007,738,353,22,73
1008,738,353,22,73
1009,738,353,22,73
1010,738,353,22,73
1011,738,353,22,73
1012,738,353,22,73
1013,739,353,20,72
1014,738,352,21,73
1015,738,351,21,74
1016,738,351,21,75
1017,737,351,22,74
1018,737,351,22,74
1019,737,351,22,74
1020,736,352,23,73
1021,736,352,23,72
1022,734,352,24,72
1023,734,352,24,72
1024,733,352,24,72
1025,733,354,24,71
1026,733,355,24,70
1027,733,354,24,71
1028,732,354,25,71
1029,730,354,27,70
1030,730,353,27,70
1031,730,353,27,70
1032,730,353,26,70
1033,730,353,25,69
1034,731,354,23,68
1035,731,354,22,68
1036,731,354,22,69
1037,731,356,21,67
1038,731,356,20,67
1039,731,356,20,67
1040,731,355,20,68
1041,730,355,21,69
1042,730,356,21,68
1043,730,356,20,68
1044,730,357,20,67
1045,730,358,20,65
1046,730,358,19,65
1047,729,359,20,65
1048,730,359,19,64
1049,729,358,20,65
1050,729,358,20,65
1051,729,358,20,65
1052,729,360,20,63
1053,729,360,19,63
