FrameNr,x,y,w,h
105,653,241,239,474
106,648,242,238,473
107,645,241,236,474
108,639,240,237,475
109,635,238,235,477
110,631,236,232,479
111,626,235,228,481
112,618,232,227,485
113,612,230,223,488
114,604,230,222,488
115,592,229,227,487
116,553,230,260,487
117,522,228,283,489
118,498,229,300,487
119,482,229,308,487
120,469,230,311,486
121,458,232,310,485
122,454,235,304,482
123,472,233,278,484
124,479,234,267,483
125,479,234,264,482
126,477,233,262,483
127,471,227,252,490
128,463,223,238,494
129,453,221,229,496
130,445,217,225,500
131,437,216,223,500
132,426,217,227,499
133,415,212,232,503
134,406,210,236,505
135,399,206,237,507
136,393,203,238,511
137,389,202,236,512
138,385,204,235,510
139,380,204,236,510
140,375,206,236,508
141,373,206,234,508
142,371,205,231,509
143,368,204,228,511
144,367,200,223,515
145,363,198,222,517
146,358,197,222,518
147,340,195,234,520
148,316,196,255,519
149,297,197,269,519
150,286,194,275,522
151,282,193,273,523
152,280,193,267,522
153,280,193,260,523
154,280,195,253,521
155,280,195,244,521
156,280,193,236,523
157,279,190,231,526
158,275,189,229,526
159,267,191,233,525
160,261,190,236,525
161,254,190,240,525
162,248,190,244,525
163,244,191,247,525
164,242,191,249,524
165,239,194,252,521
166,239,194,252,521
167,239,194,251,521
168,240,194,249,521
169,243,193,246,522
170,245,192,243,524
171,247,193,241,522
172,249,193,239,522
173,253,193,234,522
174,255,192,232,523
175,258,191,228,524
176,260,189,225,526
177,261,189,223,526
178,262,189,222,526
179,262,190,221,525
180,262,190,221,525
181,261,190,222,525
182,261,190,222,526
183,259,190,225,525
184,258,190,226,525
185,257,190,228,525
186,257,190,229,525
187,257,190,230,525
188,257,190,230,525
189,257,191,231,524
190,258,192,230,523
191,259,193,230,522
192,260,193,229,523
193,263,191,227,525
194,264,189,227,526
195,265,189,228,526
196,266,190,229,526
197,267,191,230,525
198,270,191,232,525
199,274,190,236,526
200,278,192,244,524
201,281,195,252,521
202,283,196,262,520
203,284,195,272,521
204,284,199,279,518
205,284,203,283,514
206,285,204,276,514
207,283,206,278,512
208,283,213,283,504
209,282,214,293,503
210,282,216,303,501
211,292,218,303,498
212,310,219,298,496
213,334,218,286,498
214,362,213,270,502
215,390,214,253,502
216,419,212,237,504
217,452,211,216,504
218,475,212,206,501
219,481,211,212,503
220,484,211,220,504
221,485,212,227,502
222,485,214,236,502
223,484,217,243,500
224,484,219,250,497
225,485,220,255,498
226,486,225,258,494
227,493,225,254,492
228,507,226,243,491
229,526,224,227,492
230,548,225,208,492
231,570,226,189,490
232,596,225,171,490
233,628,224,149,493
234,644,219,149,497
235,657,218,151,498
236,663,219,159,498
237,669,222,166,495
238,671,223,181,494
239,671,225,201,492
240,671,229,222,488
241,671,232,238,485
242,672,235,248,482
243,674,238,248,478
244,683,238,242,478
245,686,240,247,476
246,687,242,258,475
247,692,243,267,475
248,713,239,262,478
249,738,240,253,477
250,763,237,241,479
251,791,234,225,482
252,816,233,212,481
253,833,232,211,482
254,843,231,213,482
255,853,232,212,481
256,862,233,212,481
257,870,234,212,480
258,880,234,209,480
259,887,237,206,478
260,892,234,205,481
261,898,236,203,479
262,910,239,192,476
263,922,242,179,474
264,932,241,168,474
265,939,238,164,477
266,947,238,160,476
267,953,238,158,476
268,960,239,157,475
269,966,239,156,476
270,973,239,156,476
271,980,240,163,476
272,987,244,172,473
273,994,247,174,470
274,1002,251,169,466
275,1010,252,162,464
276,1015,255,160,460
277,1020,258,159,457
278,1024,261,156,454
279,1027,260,155,455
280,1029,256,153,459
281,1030,254,152,461
282,1031,252,151,463
283,1031,250,149,466
284,1029,248,149,467
285,1025,247,152,468
286,1016,248,162,467
287,1006,251,173,463
288,996,251,184,463
289,984,250,196,464
290,975,250,205,465
291,968,254,212,461
292,962,257,218,458
293,958,258,221,457
294,953,259,225,457
295,952,260,221,456
296,952,259,214,457
297,950,258,211,458
298,948,257,206,459
299,946,254,204,462
300,944,252,204,464
301,941,250,206,466
302,940,248,207,468
303,941,247,207,469
304,942,247,208,469
305,944,248,209,468
306,945,249,211,467
307,947,250,213,466
308,948,251,216,466
309,949,251,218,465
310,949,250,217,466
311,951,253,213,463
312,952,255,212,460
313,953,257,212,458
314,955,254,216,461
315,957,257,218,458
316,961,256,217,459
317,968,254,212,461
318,974,252,206,464
319,983,252,198,464
320,991,251,191,465
321,1003,247,179,469
322,1035,245,147,471
323,1064,241,118,474
324,1078,241,103,473
325,1089,255,91,457
326,1099,284,81,427
327,1108,295,72,417
328,1115,295,65,422
329,1123,297,57,421
330,1129,296,51,421
331,0,0,0,0
332,0,0,0,0
333,0,0,0,0
334,0,0,0,0
335,0,0,0,0
336,0,0,0,0
337,0,0,0,0
338,0,0,0,0
339,0,0,0,0
340,0,0,0,0
341,0,0,0,0
342,0,0,0,0
343,0,0,0,0
344,0,0,0,0
345,0,0,0,0
346,0,0,0,0
347,0,0,0,0
348,0,0,0,0
349,0,0,0,0
