FrameNr,x,y,w,h
98,989,524,180,469
99,987,524,179,467
100,984,524,180,466
101,978,525,185,465
102,970,525,190,466
103,968,525,186,466
104,967,524,182,467
105,965,524,179,469
106,964,524,177,469
107,962,523,175,470
108,957,524,177,469
109,952,523,177,469
110,947,524,177,469
111,943,524,175,470
112,941,523,172,468
113,940,522,167,467
114,937,523,166,466
115,934,524,168,465
116,933,524,168,465
117,930,524,169,465
118,928,523,171,466
119,927,523,172,466
120,926,523,173,466
121,925,523,174,467
122,925,523,174,467
123,923,523,177,467
124,922,523,178,467
125,920,523,179,467
126,919,523,180,467
127,915,522,183,467
128,917,522,180,467
129,919,522,178,467
130,921,522,176,467
131,923,521,174,469
132,925,520,172,469
133,924,520,172,470
134,923,520,172,470
135,920,520,175,469
136,917,522,179,468
137,916,522,180,468
138,916,522,180,468
139,915,522,181,469
140,916,522,180,469
141,916,521,181,470
142,916,521,181,472
143,916,521,181,473
144,916,521,181,474
145,916,522,181,474
146,916,522,182,474
147,918,522,181,474
148,921,521,178,476
149,922,520,180,477
150,925,519,177,477
151,927,518,178,479
152,928,518,179,478
153,930,517,182,479
154,932,516,182,479
155,932,515,183,480
156,933,514,183,481
157,934,512,183,484
158,935,511,183,485
159,935,510,183,487
160,935,509,183,489
161,935,509,183,490
162,935,509,181,490
163,935,509,180,491
164,935,510,177,490
165,935,510,177,492
166,934,510,176,493
167,933,511,176,493
168,931,511,177,493
169,928,509,177,496
170,923,507,182,497
171,918,506,186,499
172,915,506,188,500
173,912,506,189,500
174,909,507,189,500
175,904,507,193,500
176,901,506,195,501
177,898,506,197,501
178,896,506,198,502
179,897,506,196,503
180,897,506,195,504
181,898,506,194,504
182,896,506,196,504
183,897,506,195,505
184,898,505,195,506
185,898,505,195,505
186,901,505,193,505
187,905,504,190,506
188,908,503,187,507
189,909,503,187,507
190,911,503,185,508
191,911,503,185,508
192,911,502,185,509
193,911,502,185,509
194,911,502,185,509
195,911,501,185,510
196,910,501,187,509
197,910,501,187,509
198,910,501,187,509
199,910,501,188,510
200,910,501,188,510
201,909,501,189,511
202,909,501,189,510
203,909,501,189,510
204,908,500,191,511
205,908,500,191,511
206,907,500,193,511
207,907,500,192,512
208,905,500,194,512
209,905,500,194,511
210,905,500,194,511
211,906,500,194,511
212,907,501,193,510
213,907,501,193,510
214,908,501,192,510
215,908,501,192,510
216,907,501,193,510
217,908,501,192,510
218,908,502,192,509
219,908,502,192,509
220,908,502,191,508
221,908,502,192,508
222,908,502,192,509
223,908,502,192,509
224,909,502,191,509
225,909,502,191,508
226,909,502,191,509
227,910,501,189,510
228,909,501,190,510
229,908,501,191,510
230,908,502,192,509
231,908,502,192,508
232,907,502,194,508
233,908,502,193,508
234,909,502,192,508
235,909,503,192,506
236,910,503,191,506
237,910,503,191,506
238,910,503,191,506
239,910,503,191,506
240,909,503,192,506
241,909,503,192,506
242,910,503,191,506
243,910,503,191,506
244,911,502,190,507
245,910,501,191,508
246,910,500,190,510
247,909,500,191,511
248,906,501,194,508
249,907,499,192,509
250,903,500,196,506
251,906,501,191,503
252,905,503,192,502
253,903,503,194,503
254,897,503,194,500
255,895,504,192,497
256,890,506,192,501
257,885,507,193,501
258,876,510,198,498
259,866,514,206,494
260,860,513,212,493
261,857,514,216,494
262,857,517,216,489
263,856,519,217,487
264,856,520,212,483
265,848,520,206,481
266,837,523,200,476
267,830,523,188,472
268,804,520,190,472
269,802,522,167,470
270,795,520,159,472
271,782,518,166,474
272,763,517,183,475
273,738,520,208,471
274,710,522,236,470
275,684,524,262,470
276,663,526,283,467
277,651,528,295,465
278,645,527,298,467
279,642,529,298,468
280,641,528,288,469
281,642,523,270,473
282,644,521,248,473
283,645,521,223,472
284,648,515,197,480
285,649,512,174,482
286,650,511,143,484
287,639,509,135,487
288,625,508,138,486
289,600,506,159,485
290,572,505,185,486
291,547,502,208,488
292,528,498,224,493
293,516,501,232,492
294,511,502,235,493
295,511,503,230,491
296,511,503,226,491
297,511,504,224,490
298,512,504,220,489
299,514,506,207,486
300,513,506,197,483
301,507,504,193,483
302,503,501,192,485
303,500,500,193,487
304,497,498,194,489
305,493,498,197,491
306,489,498,199,493
307,486,497,200,494
308,484,496,201,495
309,484,495,200,496
310,484,494,198,498
311,484,494,196,498
312,484,493,195,499
313,486,492,192,500
314,487,492,190,500
315,488,492,187,500
316,488,491,187,501
317,488,491,187,501
318,488,491,187,501
319,488,490,187,501
320,488,490,187,501
321,488,490,187,501
322,488,490,187,502
323,487,489,188,503
324,487,489,188,503
325,487,491,187,500
326,487,492,187,499
327,487,492,187,498
328,486,493,188,497
329,487,492,185,497
330,488,492,182,496
331,487,494,181,492
332,485,495,178,491
333,483,493,176,492
334,481,494,175,494
335,477,494,175,496
336,475,496,171,489
337,470,496,171,486
338,464,497,174,484
339,459,497,174,483
340,451,498,176,486
341,439,500,185,486
342,428,497,195,489
343,419,501,205,485
344,413,502,212,485
345,408,503,215,486
346,405,504,216,485
347,404,505,214,484
348,405,504,212,484
349,404,503,209,483
350,402,505,205,477
351,398,505,195,475
352,392,503,180,473
353,377,501,170,474
354,369,499,165,474
355,361,501,157,469
356,337,502,172,469
357,305,496,203,474
358,274,495,231,477
359,243,501,259,473
360,220,507,279,469
361,211,507,287,470
362,205,506,290,473
363,203,503,287,477
364,203,502,283,477
365,203,501,267,479
366,203,498,245,479
367,203,496,227,479
368,203,486,203,490
369,205,478,182,497
370,205,475,172,501
371,202,481,169,495
372,176,482,190,493
373,153,479,210,495
374,134,479,226,494
375,126,481,234,496
376,121,484,238,493
377,120,484,235,492
378,120,484,233,494
379,120,484,225,495
380,121,483,218,496
381,122,481,210,498
382,122,475,203,499
383,120,474,202,499
384,118,473,202,501
385,116,475,202,500
386,115,476,202,500
387,111,479,207,496
388,108,480,208,495
389,107,480,207,495
390,107,480,206,495
391,107,481,206,494
392,108,481,204,494
393,108,481,204,494
394,108,481,203,494
395,108,481,204,493
396,108,481,204,492
397,109,482,203,490
398,109,481,203,491
399,110,480,203,492
400,109,480,204,492
401,110,479,205,495
402,109,481,211,492
403,106,479,221,493
404,108,479,230,493
405,107,478,242,494
406,110,477,256,494
407,113,479,271,492
408,117,482,284,489
409,120,485,300,488
410,122,486,317,488
411,123,491,335,484
412,123,493,351,483
413,120,497,364,480
414,120,502,367,476
415,120,505,368,473
416,122,507,365,471
417,126,509,362,468
418,139,507,351,469
419,167,504,326,471
420,194,502,306,473
421,227,500,281,475
422,258,496,252,479
423,280,494,234,479
424,293,494,223,478
425,301,493,221,483
426,307,492,221,490
427,314,493,216,485
428,318,494,213,483
429,321,494,211,483
430,319,495,213,482
431,319,496,214,481
432,327,496,206,481
433,330,496,203,481
434,339,498,194,480
435,346,498,187,481
436,349,498,186,482
437,350,498,185,482
438,350,497,186,483
439,349,497,188,482
440,346,497,192,483
441,345,497,195,483
442,347,496,193,484
443,349,496,193,485
444,352,496,191,485
445,352,496,192,485
446,352,496,192,485
447,353,496,192,485
448,353,496,192,486
449,351,496,194,485
450,352,496,193,484
451,353,496,192,484
452,355,496,191,483
453,356,496,193,491
454,358,495,192,487
455,360,496,191,486
456,362,495,191,486
457,363,495,193,482
458,365,496,194,479
459,370,496,192,480
460,373,496,193,478
461,378,497,194,478
462,382,498,194,479
463,387,501,200,478
464,389,502,213,477
465,390,504,227,475
466,390,500,238,481
467,389,504,243,477
468,388,506,245,476
469,387,509,247,475
470,387,511,249,472
471,389,512,247,472
472,402,515,237,468
473,420,513,225,468
474,437,511,217,470
475,456,508,207,472
476,477,506,196,474
477,500,509,182,469
478,531,514,160,464
479,546,514,153,463
480,549,514,167,464
481,550,513,192,468
482,550,517,221,467
483,551,522,251,463
484,551,524,275,462
485,551,528,290,458
486,552,534,300,454
487,552,534,310,454
488,558,535,308,453
489,574,536,292,452
490,598,532,266,456
491,629,526,233,460
492,661,524,198,461
493,694,522,167,461
494,719,521,148,462
495,732,521,146,462
496,742,521,151,459
497,749,519,167,461
498,754,518,187,463
499,760,519,200,463
500,765,523,204,462
501,769,525,206,462
502,772,529,204,457
503,778,533,197,453
504,789,536,186,450
505,797,536,182,448
506,804,534,178,450
507,809,531,179,453
508,813,530,179,453
509,816,528,178,457
510,817,527,177,457
511,817,526,175,458
512,817,526,175,459
513,819,524,175,461
514,820,524,175,461
515,822,524,173,461
516,823,524,172,461
517,825,524,170,461
518,826,524,169,460
519,828,523,168,461
520,830,523,166,461
521,832,523,164,461
522,833,523,163,461
523,834,522,162,462
524,835,522,161,462
525,835,523,162,461
526,836,523,161,461
527,837,523,160,461
528,837,523,161,461
529,838,523,160,461
530,839,523,159,462
531,840,524,159,461
532,841,524,159,460
533,842,525,161,459
534,844,526,160,457
535,844,525,166,458
536,845,526,170,456
537,846,526,178,457
538,848,527,193,456
539,851,528,206,455
540,853,528,224,454
541,855,530,244,452
542,859,531,262,453
543,864,533,277,453
544,867,537,288,450
545,869,541,299,449
546,871,543,305,448
547,870,544,309,448
548,871,544,310,448
549,872,544,310,447
550,877,542,306,448
551,889,540,293,448
552,903,537,278,450
553,925,536,257,452
554,951,533,234,454
555,976,529,210,459
556,993,527,195,460
557,1001,526,188,461
558,1008,526,185,461
559,1012,527,187,462
560,1019,526,180,464
561,1028,527,173,465
562,1032,525,168,466
563,1035,525,165,466
564,1038,524,162,467
565,1038,524,160,468
566,1040,525,157,467
567,1042,525,157,467
568,1044,526,162,467
569,1044,527,170,466
570,1045,527,171,466
571,1046,527,162,465
572,1046,528,160,464
573,1047,529,161,462
574,1048,529,171,463
575,1050,528,173,462
576,1051,527,174,461
577,1054,529,172,460
578,1057,528,173,461
579,1057,526,175,465
580,1059,525,175,466
581,1062,527,172,466
582,1066,530,171,464
583,1070,531,168,466
584,1072,535,167,462
585,1073,533,167,467
586,1075,534,165,465
587,1076,534,169,468
588,1077,533,176,466
589,1081,535,180,465
590,1090,535,178,461
591,1101,535,174,458
592,1122,535,163,455
593,1145,535,145,448
594,1171,534,124,454
595,1180,536,125,452
596,1187,536,125,452
597,1196,536,125,454
598,1201,536,127,453
599,1199,539,133,454
600,1237,536,116,437
601,1244,537,118,437
602,1257,536,111,437
603,1271,536,104,437
604,1279,538,102,437
605,1293,537,99,437
606,1301,535,101,437
607,1309,533,101,437
608,1316,531,103,437
609,1323,531,102,437
610,1326,528,104,437
611,1329,527,104,437
612,1335,523,103,437
613,1337,521,106,437
614,1340,521,109,437
615,1343,517,112,437
616,1347,515,115,437
617,1350,514,119,437
618,1355,512,125,437
619,1358,513,130,437
620,1360,513,132,437
621,1362,514,133,437
622,1366,512,136,437
623,1369,510,138,437
624,1369,509,141,437
625,1372,507,141,437
626,1374,506,140,437
627,1378,507,140,437
628,1378,507,143,437
629,1393,509,133,437
630,1395,510,137,437
631,1385,510,149,437
632,1382,509,152,437
633,1409,510,110,437
634,1422,511,88,437
635,1425,511,84,437
636,1427,511,80,437
637,1430,511,76,437
638,1428,511,75,437
639,1418,512,124,437
640,1417,512,125,437
641,1405,511,136,437
642,1401,511,140,437
643,1405,512,136,437
644,1416,512,124,437
645,1412,513,132,437
646,1415,514,130,437
647,1402,513,143,437
648,1401,516,143,437
649,1391,515,151,437
650,1393,515,148,437
651,1398,514,137,437
652,1394,515,136,437
653,1393,518,132,437
654,1384,519,133,437
655,1374,521,135,437
656,1364,520,133,437
657,1356,522,132,437
658,1348,524,130,437
659,1333,526,135,437
660,1324,527,133,437
661,1315,528,131,437
662,1308,529,129,437
663,1299,530,128,437
664,1286,532,133,437
665,1275,535,135,437
666,1265,537,133,437
667,1255,539,133,437
668,1246,541,129,437
669,1235,542,133,437
670,1224,544,128,437
671,1189,542,149,437
672,1189,542,133,437
673,1179,538,126,437
674,1169,537,121,437
675,1161,537,115,437
676,1150,538,112,452
677,1136,538,113,462
678,1117,532,120,462
679,1092,533,140,459
680,1054,533,179,468
681,1012,533,220,467
682,975,531,256,469
683,946,533,285,465
684,925,536,306,460
685,909,539,321,453
686,898,543,330,449
687,886,547,339,444
688,884,550,331,441
689,885,550,312,438
690,886,549,284,439
691,884,546,257,441
692,884,539,220,449
693,886,536,189,452
694,882,531,180,457
695,882,527,176,460
696,882,524,172,463
697,882,522,172,467
698,879,521,173,468
699,875,519,175,472
700,872,518,177,473
701,866,517,185,475
702,863,518,189,474
703,861,518,192,473
704,861,518,192,475
705,860,517,190,480
706,859,518,190,479
707,859,518,188,479
708,858,517,188,479
709,858,517,187,479
710,857,516,189,480
711,857,515,188,481
712,856,515,185,480
713,855,515,185,480
714,855,515,180,480
715,856,516,176,480
716,856,517,174,480
717,854,518,174,480
718,853,518,171,480
719,852,518,169,480
720,851,518,169,478
721,852,519,169,477
722,851,519,168,477
723,850,519,168,476
724,849,519,166,476
725,850,520,161,474
726,850,520,156,471
727,849,521,152,469
728,845,522,153,467
729,841,523,156,467
730,832,524,164,466
731,821,526,175,465
732,814,532,183,459
733,805,532,191,459
734,788,533,207,457
735,767,537,229,454
736,750,537,246,455
737,733,538,262,454
738,726,543,269,449
739,723,545,270,449
740,719,548,268,445
741,712,546,261,444
742,700,544,253,443
743,684,546,244,440
744,672,543,224,440
745,654,541,206,443
746,641,540,189,443
747,624,537,195,446
748,593,534,222,447
749,547,530,264,454
750,509,532,301,452
751,485,532,323,455
752,467,531,334,456
753,459,525,331,462
754,453,522,316,465
755,451,520,285,465
756,451,521,259,463
757,451,516,232,467
758,453,512,182,469
759,456,508,157,473
760,452,502,149,479
761,420,493,172,485
762,383,489,200,487
763,350,495,225,483
764,325,497,245,482
765,303,498,265,482
766,293,502,274,478
767,288,503,279,478
768,283,503,283,477
769,282,505,280,477
770,281,504,272,478
771,285,502,255,477
772,287,499,239,476
773,288,498,226,475
774,291,494,217,478
775,290,493,212,481
776,281,493,216,483
777,276,493,218,485
778,276,492,218,489
779,272,492,221,490
780,271,492,220,491
781,270,492,217,492
782,273,491,212,493
783,273,490,210,493
784,272,490,209,494
785,270,490,210,495
786,271,490,208,494
787,271,489,208,495
788,271,489,208,495
789,270,489,209,495
790,270,489,209,495
791,270,489,209,496
792,270,489,209,496
793,269,489,210,496
794,269,489,211,497
795,269,489,210,496
796,269,489,211,497
797,269,490,212,496
798,271,489,210,497
799,276,489,206,496
800,280,489,202,494
801,282,488,202,494
802,283,490,203,491
803,284,491,204,490
804,286,492,206,487
805,286,492,215,485
806,286,491,221,484
807,287,492,222,483
808,287,491,227,484
809,288,493,234,481
810,290,498,241,477
811,289,502,252,475
812,289,506,265,474
813,286,508,279,474
814,285,510,289,473
815,284,512,295,473
816,285,514,299,470
817,295,516,297,465
818,319,521,284,459
819,348,524,267,456
820,375,522,254,459
821,406,521,238,462
822,441,520,216,465
823,467,522,202,459
824,477,525,202,453
825,478,528,221,454
826,480,526,256,458
827,482,531,286,456
828,484,533,311,455
829,487,536,326,453
830,498,538,327,451
831,518,537,309,452
832,552,537,276,452
833,602,534,227,454
834,623,529,213,459
835,656,531,191,457
836,708,529,144,463
837,732,526,129,460
838,738,532,158,453
839,740,528,188,457
840,740,527,223,460
841,740,529,256,458
842,743,530,273,457
843,747,535,279,453
844,756,537,276,450
845,771,538,263,449
846,793,540,241,443
847,816,541,216,438
848,842,540,187,438
849,871,537,167,440
850,884,535,162,442
851,890,535,165,444
852,897,535,171,444
853,906,534,177,446
854,911,530,188,454
855,919,530,194,459
856,931,529,192,462
857,941,528,192,464
858,949,530,190,463
859,956,534,191,460
860,962,534,193,461
861,971,534,189,460
862,977,532,185,461
863,982,529,182,464
864,986,526,185,465
865,991,525,187,465
866,997,527,184,465
867,1003,528,181,466
868,1007,529,178,466
869,1010,527,178,469
870,1015,526,176,470
871,1019,526,172,470
872,1025,523,166,472
873,1029,522,165,472
874,1032,522,163,471
875,1034,523,164,468
876,1036,524,166,467
877,1037,524,167,468
878,1038,524,167,469
879,1039,525,168,468
880,1039,525,170,468
881,1041,525,168,468
882,1040,525,169,468
883,1040,525,169,469
884,1040,524,169,470
885,1040,524,166,470
886,1041,524,164,470
887,1041,524,163,470
888,1040,524,163,470
889,1039,525,163,469
890,1039,525,163,469
891,1037,525,164,469
892,1036,526,164,467
893,1035,526,164,466
894,1033,526,164,466
895,1031,526,168,466
896,1029,525,170,467
897,1026,525,171,466
898,1021,525,173,466
899,1012,526,180,465
900,1002,527,187,465
901,989,531,200,462
902,965,536,224,455
903,943,540,242,451
904,918,546,264,444
905,894,551,286,439
906,866,557,312,432
907,849,559,330,431
908,832,560,347,429
909,822,559,356,431
910,815,558,363,432
911,811,555,367,437
912,807,549,365,443
913,805,543,352,447
914,805,540,324,449
915,805,533,290,455
916,804,525,255,464
917,804,518,224,471
918,802,508,206,481
919,795,500,198,489
920,789,498,194,488
921,771,500,201,486
922,755,504,203,487
923,742,508,208,486
924,732,515,211,480
925,727,523,209,472
926,727,528,202,467
927,728,528,187,466
928,730,527,179,466
929,730,526,179,467
930,732,522,176,470
931,732,521,176,470
932,731,520,176,472
933,726,520,180,472
934,721,520,185,471
935,716,517,187,475
936,711,514,190,477
937,707,513,193,478
938,704,512,195,479
939,704,511,195,481
940,703,510,195,482
941,703,510,194,482
942,703,511,193,481
943,703,511,192,482
944,704,510,190,483
945,705,510,188,483
946,705,510,186,483
947,704,510,186,483
948,703,510,186,483
949,702,511,187,482
950,702,511,185,481
951,702,511,184,480
952,700,511,186,478
953,696,511,190,476
954,691,510,194,477
955,679,510,204,479
956,663,510,218,479
957,644,511,236,477
958,624,511,255,475
959,606,513,270,473
960,584,517,285,468
961,564,519,291,466
962,547,523,300,464
963,532,526,314,462
964,522,531,322,458
965,513,533,326,456
966,508,534,329,455
967,506,533,329,457
968,500,531,334,459
969,498,529,332,461
970,497,527,327,462
971,496,525,314,462
972,495,519,294,466
973,494,515,274,469
974,495,509,250,475
975,496,507,231,478
976,496,505,219,481
977,495,504,209,483
978,493,503,203,485
979,493,500,199,489
980,492,501,196,490
981,490,501,197,491
982,488,500,197,492
983,487,500,197,492
984,487,499,194,493
985,488,497,189,494
986,487,496,187,495
